,a,b,c
中毅,47,684,0.06871345
浔兴,78,1135,0.068722467
消防,136,1977,0.068791098
600512,36,523,0.068833652
中关村,72,1045,0.068899522
达成,26,175,0.148571429
八菱,84,1219,0.068908942
双杰,36,522,0.068965517
航,40,231,0.173160173
岳阳林纸,58,841,0.068965517
米业,59,855,0.069005848
宁波港,50,724,0.069060773
康泰,68,313,0.217252396
山推股份,63,912,0.069078947
好利来,89,499,0.178356713
茂化,57,825,0.069090909
600604,49,709,0.069111425
龙大,43,622,0.069131833
赛马,56,379,0.147757256
迈,35,229,0.152838428
有色金属,35,284,0.123239437
大江,35,357,0.098039216
603023,21,290,0.072413793
600821,21,299,0.070234114
暂,14,112,0.125
台湾,14,96,0.145833333
块,7,37,0.189189189
证通,7,43,0.162790698
两江,7,40,0.175
万台,7,55,0.127272727
油脂,7,53,0.132075472
扩能,7,58,0.120689655
智能化,7,64,0.109375
机电设备,7,57,0.122807018
二审,7,39,0.179487179
免去,7,59,0.118644068
刚果,7,50,0.14
中央财政,7,57,0.122807018
酒泉,7,51,0.137254902
万千瓦,7,51,0.137254902
家园,7,51,0.137254902
莲花,65,940,0.069148936
拓普,37,535,0.069158879
昆,100,1445,0.069204152
宜华,161,2326,0.069217541
合臣,58,376,0.154255319
博通,59,852,0.069248826
风华高科,63,909,0.069306931
600010,40,577,0.06932409
金丰投资,40,577,0.06932409
网架,90,1298,0.069337442
编制,44,441,0.099773243
投资决策,44,291,0.151202749
常铝,87,1254,0.06937799
泰亚,47,677,0.069423929
猛狮,96,1381,0.069514844
600863,53,468,0.113247863
600855,53,448,0.118303571
钢琴,99,1424,0.069522472
600777,72,1035,0.069565217
木业,110,1581,0.069576218
同德,46,661,0.069591528
金杜,180,2586,0.069605568
铸钢,23,316,0.07278481
威帝,23,328,0.070121951
600538,41,589,0.069609508
飞鸿,74,1063,0.069614299
游族,55,790,0.069620253
拓斯达,55,279,0.197132616
风神,56,804,0.069651741
600258,48,689,0.069666183
确认函,16,193,0.082901554
岩土,73,1047,0.069723018
600894,57,434,0.131336406
600759,84,1204,0.069767442
梅林,67,960,0.069791667
佳讯,74,1060,0.069811321
德恒,93,1332,0.06981982
600146,76,1088,0.069852941
伟达,54,773,0.069857697
切实,59,472,0.125
华意,90,1288,0.069875776
思壮,99,1416,0.069915254
600680,34,448,0.075892857
601020,34,329,0.103343465
600789,34,344,0.098837209
新泉,34,214,0.158878505
金风,102,1458,0.069958848
600671,65,929,0.069967707
百大,145,2072,0.069980695
钛白,107,1526,0.070117955
601137,36,513,0.070175439
600874,36,472,0.076271186
警示,193,2750,0.070181818
梦洁,27,233,0.115879828
铅笔,18,100,0.18
新兴产业,18,135,0.133333333
巢湖,9,49,0.183673469
地面,9,49,0.183673469
菇,9,70,0.128571429
木真,9,70,0.128571429
之四,9,191,0.047120419
咸阳,9,118,0.076271186
个人,9,76,0.118421053
验证,9,63,0.142857143
沈阳机床,78,1111,0.070207021
厦门信达,96,1367,0.070226774
毅昌,72,1025,0.070243902
金河,52,740,0.07027027
雅百特,47,496,0.094758065
交建,57,811,0.0702836
600017,76,481,0.158004158
创意,106,1508,0.070291777
深圳证券交易所,561,7979,0.070309563
隆鑫,64,910,0.07032967
募,29,240,0.120833333
核材,107,1520,0.070394737
实华,59,838,0.070405728
600157,90,1278,0.070422535
压缩,91,1292,0.070433437
600735,40,462,0.086580087
决策程序,20,128,0.15625
两,20,162,0.12345679
停止,20,143,0.13986014
600408,37,525,0.07047619
沃尔,108,1532,0.070496084
商业银行,62,473,0.131078224
600995,62,353,0.175637394
锦化,31,338,0.091715976
太安,67,950,0.070526316
日海,81,1148,0.070557491
生意,64,285,0.224561404
常州,47,666,0.070570571
诚信,65,921,0.070575461
上,108,1530,0.070588235
兰花,44,623,0.070626003
拟将,33,265,0.124528302
推选,22,186,0.11827957
通合,22,460,0.047826087
603517,22,112,0.196428571
10%,22,264,0.083333333
九江,22,117,0.188034188
宋,11,80,0.1375
泰来,11,202,0.054455446
中利腾晖,11,108,0.101851852
酒家,11,138,0.079710145
单元,11,82,0.134146341
定增,11,69,0.15942029
中同华,11,80,0.1375
管理局,11,92,0.119565217
公司公告,11,86,0.127906977
惠泉,40,566,0.070671378
河池,57,479,0.118997912
鲍斯,54,764,0.070680628
问询,1301,18388,0.070752665
恒康,78,1102,0.070780399
前锋,48,678,0.07079646
赛摩,52,734,0.070844687
600733,37,522,0.070881226
600751,65,916,0.070960699
天山纺织,59,831,0.070998797
600478,48,676,0.071005917
应用,37,277,0.133574007
新野,72,1014,0.071005917
鼎立,65,915,0.071038251
麦迪,68,957,0.071055381
皖能,71,999,0.071071071
双星,118,1659,0.071127185
601198,65,490,0.132653061
大胜,52,316,0.164556962
拟置,26,423,0.061465721
600005,26,338,0.076923077
扩大,13,111,0.117117117
冠捷,13,108,0.12037037
600370,13,237,0.054852321
晟,13,124,0.10483871
价款,13,92,0.141304348
603006,54,411,0.131386861
天伦,36,506,0.071146245
600784,37,520,0.071153846
晶瑞,56,244,0.229508197
能力,28,200,0.14
规范,278,3907,0.071154338
力特,39,548,0.071167883
铁建,101,1419,0.071176885
双林,81,1138,0.071177504
科融,47,660,0.071212121
600449,58,424,0.136792453
张家港,45,464,0.096982759
亚,45,321,0.140186916
阿科力,30,134,0.223880597
人寿保险,30,234,0.128205128
众华,15,111,0.135135135
2008,5210,#N/A,#N/A
鼎泰新材,53,744,0.071236559
多伦,57,800,0.07125
金通,87,1221,0.071253071
盛弘,32,193,0.165803109
哈投,60,842,0.071258907
浙江广厦,70,982,0.071283096
云维,74,1038,0.071290944
新能,200,2805,0.071301248
燕京啤酒,47,659,0.071320182
中洲,65,911,0.071350165
采用,51,377,0.135278515
证券公司,34,283,0.120141343
续,17,103,0.165048544
合兴,89,1247,0.071371291
带业,77,1078,0.071428571
600519,36,243,0.148148148
加加,60,840,0.071428571
600495,43,602,0.071428571
肉食,43,602,0.071428571
600713,53,742,0.071428571
银轮,80,1119,0.071492404
白,39,545,0.071559633
仪表,63,880,0.071590909
润发,57,796,0.07160804
新华制药,71,991,0.071644803
全聚德,42,424,0.099056604
恒大,83,1157,0.071737252
新光,46,641,0.071762871
截止,44,613,0.07177814
岱,46,362,0.127071823
神通,73,1017,0.071779744
德棉,58,807,0.071871128
LED,25,151,0.165562914
代办,25,196,0.12755102
飞天,52,473,0.109936575
锐电,52,318,0.163522013
骅威,78,1085,0.071889401
舍得,81,469,0.172707889
广场,27,233,0.115879828
合创,27,223,0.121076233
600734,66,917,0.071973828
文化传媒,29,263,0.11026616
郑煤机,47,653,0.071975498
福安,86,1194,0.072026801
置,348,4831,0.072034775
公路,55,762,0.072178478
亿帆鑫富,33,327,0.100917431
民事裁定,33,276,0.119565217
华钰,35,353,0.099150142
天创,40,554,0.072202166
美菱电器,79,1094,0.072212066
茂业,105,1454,0.07221458
进出口,39,343,0.113702624
安彩高科,43,595,0.072268908
凯诺,43,281,0.153024911
商业城,40,553,0.072332731
三维,366,5058,0.072360617
新乡化纤,69,953,0.072402938
600568,76,1049,0.072449952
600365,47,459,0.102396514
冷链,47,333,0.141141141
北京市,1116,15399,0.072472238
现代,153,2111,0.072477499
梅雁,49,676,0.072485207
600499,52,717,0.072524407
橡胶,61,841,0.072532699
鸿达,75,1034,0.072533849
603859,51,297,0.171717172
华润,171,2355,0.072611465
601818,43,592,0.072635135
开源,92,1266,0.072669826
捷顺,70,963,0.072689512
601100,59,355,0.166197183
恒顺众,61,445,0.137078652
600207,37,509,0.072691552
松德,77,1059,0.072710104
天源,80,1100,0.072727273
德威,70,962,0.072765073
地铁,42,577,0.072790295
600381,53,728,0.072802198
广东明珠,64,879,0.072810011
国浩,321,4403,0.072904838
机场,45,617,0.072933549
华北,138,1892,0.072938689
平庄,51,699,0.072961373
通源,91,1247,0.07297514
巨星,60,822,0.072992701
强力,43,589,0.073005093
五,123,1684,0.07304038
底价,68,419,0.162291169
通达,137,1875,0.073066667
大众交通,38,520,0.073076923
日,739,10112,0.073081487
600027,48,404,0.118811881
四川省,46,384,0.119791667
手续,44,370,0.118918919
三钢,100,1368,0.073099415
澳大利亚,32,248,0.129032258
回收,32,227,0.140969163
律师,2710,37067,0.073110853
源发,28,222,0.126126126
601798,26,338,0.076923077
被担保人,26,203,0.128078818
报道,22,165,0.133333333
实达,139,1901,0.073119411
化肥,22,157,0.140127389
金溢,20,228,0.087719298
加拿大,20,149,0.134228188
运行,18,159,0.113207547
期初数,16,116,0.137931034
推迟,16,220,0.072727273
精细化工,16,116,0.137931034
南自,16,149,0.10738255
华侨,16,134,0.119402985
文,14,125,0.112
电子邮箱,14,111,0.126126126
集成电路,14,142,0.098591549
中山市,14,125,0.112
华盛,14,138,0.101449275
盐酸,12,74,0.162162162
支出,10,70,0.142857143
富华,10,67,0.149253731
产品价格,10,100,0.1
置出,10,80,0.125
居民,10,73,0.136986301
套保,8,40,0.2
图,8,65,0.123076923
Santos,8,33,0.242424242
卫东,8,50,0.16
600,8,56,0.142857143
四季度,8,59,0.13559322
资本金,8,76,0.105263158
爱民,8,63,0.126984127
宽带,8,73,0.109589041
致歉信,8,55,0.145454545
衡水,6,52,0.115384615
网络服务,6,47,0.127659574
递延,6,27,0.222222222
本部,6,51,0.117647059
廊坊市,6,49,0.12244898
机车车辆,6,40,0.15
咨询服务,6,56,0.107142857
受益权,6,63,0.095238095
触控,6,45,0.133333333
同步,6,50,0.12
科技产业,6,56,0.107142857
已获,6,52,0.115384615
十三,6,81,0.074074074
樊,6,32,0.1875
干细胞,6,92,0.065217391
货物,6,49,0.12244898
加氢,4,17,0.235294118
资源化,4,32,0.125
王浩,4,19,0.210526316
白炭黑,4,15,0.266666667
工程塑料,4,35,0.114285714
800,4,37,0.108108108
49,4,23,0.173913043
分拆,4,36,0.111111111
乌兰察布,4,26,0.153846154
承兑,4,25,0.16
向本,4,42,0.095238095
矿冶,4,37,0.108108108
推广应用,4,20,0.2
土建工程,4,14,0.285714286
协定,4,45,0.088888889
陈武朝,4,20,0.2
中国邮政,4,27,0.148148148
环境治理,4,23,0.173913043
彩票,4,21,0.19047619
中心站,4,13,0.307692308
旭东,4,34,0.117647059
外币,4,24,0.166666667
文体,4,24,0.166666667
尤,4,30,0.133333333
通知函,4,48,0.083333333
燃具,4,13,0.307692308
硅片,4,21,0.19047619
主导产品,4,27,0.148148148
正常,4,30,0.133333333
登记日,4,41,0.097560976
联系人,4,24,0.166666667
东塑,4,24,0.166666667
王强,4,22,0.181818182
张俊民,4,21,0.19047619
中电,4,37,0.108108108
兴证,4,30,0.133333333
神龙,4,27,0.148148148
张玲,4,18,0.222222222
智容,4,13,0.307692308
绝缘,4,17,0.235294118
赣州市,4,48,0.083333333
连云港市,4,18,0.222222222
桩,4,21,0.19047619
高温,4,36,0.111111111
栋,4,27,0.148148148
认股权,4,49,0.081632653
最高人民法院,4,25,0.16
典,4,43,0.093023256
孙笑侠,4,13,0.307692308
本年度,4,29,0.137931034
代为,4,61,0.06557377
导电,4,28,0.142857143
柳化债,4,32,0.125
责任保险,4,23,0.173913043
季小琴,2,12,0.166666667
卡通,2,9,0.222222222
成型,2,20,0.1
批发市场,2,33,0.060606061
李智平,2,12,0.166666667
安元,2,12,0.166666667
覆,2,21,0.095238095
江宁区,2,8,0.25
职权,2,16,0.125
开放式,2,13,0.153846154
微信,2,22,0.090909091
官方,2,21,0.095238095
宏伟,2,20,0.1
快速,2,22,0.090909091
电子电器,2,28,0.071428571
2504,2,10,0.2
谈话,2,17,0.117647059
孙锋,2,11,0.181818182
王红波,2,20,0.1
尚,2,20,0.1
吴勇敏,2,9,0.222222222
艾永祥,2,5,0.4
豫联,2,25,0.08
二月份,2,13,0.153846154
杨学志,2,7,0.285714286
郭宝平,2,10,0.2
曾燮榕,2,12,0.166666667
4.2,2,17,0.117647059
蒋建华,2,12,0.166666667
西侧,2,13,0.153846154
赔偿款,2,16,0.125
投保,2,18,0.111111111
新郑市,2,7,0.285714286
李文,2,9,0.222222222
唯康,2,8,0.25
博乐市,2,12,0.166666667
金昌,2,16,0.125
物质,2,10,0.2
第一笔,2,9,0.222222222
李文华,2,17,0.117647059
井冈山,2,19,0.105263158
第二台,2,15,0.133333333
终审,2,22,0.090909091
替换,2,19,0.105263158
普惠,2,16,0.125
AA,2,12,0.166666667
童朋方,2,13,0.153846154
海威,2,15,0.133333333
热能,2,29,0.068965517
区分,2,26,0.076923077
曹妃甸,2,20,0.1
磷业,2,9,0.222222222
盛毅,2,8,0.25
可换,2,13,0.153846154
汇鑫,2,20,0.1
使用税,2,17,0.117647059
煤矸石,2,13,0.153846154
获省,2,15,0.133333333
大连市,2,47,0.042553191
热清,2,10,0.2
十八,2,31,0.064516129
起诉书,2,18,0.111111111
2.3,2,7,0.285714286
定安,2,26,0.076923077
何红渠,2,17,0.117647059
齐,2,11,0.181818182
加油站,2,16,0.125
金章,2,6,0.333333333
扎哈,2,22,0.090909091
淖尔,2,22,0.090909091
剑锋,2,12,0.166666667
肖星,2,13,0.153846154
押,2,9,0.222222222
温岭,2,20,0.1
易杰,2,8,0.25
印花,2,17,0.117647059
李光,2,11,0.181818182
宋冬林,2,9,0.222222222
长龙,2,23,0.086956522
托,2,10,0.2
38,2,34,0.058823529
拍卖成交,2,17,0.117647059
怡和,2,17,0.117647059
送达,2,19,0.105263158
邵卫锋,2,8,0.25
苷,2,17,0.117647059
陈国龙,2,9,0.222222222
薛镭,2,12,0.166666667
拟订,2,14,0.142857143
夏敏仁,2,7,0.285714286
进军,2,15,0.133333333
吉林省人民政府,2,19,0.105263158
创富,2,15,0.133333333
万解秋,2,21,0.095238095
金贸,2,14,0.142857143
陆上,2,18,0.111111111
同心,2,13,0.153846154
切片,2,8,0.25
改,2,17,0.117647059
银洞,2,10,0.2
计算机系统,2,34,0.058823529
所作,2,11,0.181818182
中心区,2,6,0.333333333
慕丽娜,2,15,0.133333333
燃料油,2,10,0.2
卢青,2,16,0.125
罗炜,2,9,0.222222222
探矿,2,7,0.285714286
华西村,2,19,0.105263158
赵荣春,2,12,0.166666667
黄涛,2,7,0.285714286
方兆本,2,9,0.222222222
姜永宏,2,10,0.2
重庆百货大楼股份有限公司,2,29,0.068965517
蒲春玲,2,11,0.181818182
征信,2,21,0.095238095
鹰潭,2,12,0.166666667
昊天,2,25,0.08
航道,2,11,0.181818182
北江,2,6,0.333333333
名牌产品,2,15,0.133333333
李双海,2,9,0.222222222
军队,2,18,0.111111111
祝卫,2,12,0.166666667
抵押物,2,18,0.111111111
荣耀,2,14,0.142857143
科特迪瓦,2,9,0.222222222
上海强生,2,13,0.153846154
新获,2,11,0.181818182
供汽,2,10,0.2
国图,2,10,0.2
铜仁市,2,12,0.166666667
LTPS,2,13,0.153846154
53,2,22,0.090909091
内幕消息,2,10,0.2
禁止,2,29,0.068965517
曁,2,19,0.105263158
黄幼茹,2,11,0.181818182
易思博,2,15,0.133333333
徐杰震,2,13,0.153846154
营养食品,2,5,0.4
冰箱,2,20,0.1
粪污,2,9,0.222222222
雄安,2,41,0.048780488
区内,2,8,0.25
博债,2,9,0.222222222
补,2,18,0.111111111
第二十一,2,16,0.125
科学研究,2,9,0.222222222
冯克珊,2,9,0.222222222
吕品,2,12,0.166666667
万片,2,21,0.095238095
Europe,2,12,0.166666667
一龙,2,15,0.133333333
美神,2,11,0.181818182
欧学旺,2,9,0.222222222
牟,2,27,0.074074074
实践,2,14,0.142857143
千,2,15,0.133333333
147,2,8,0.25
伟力,2,13,0.153846154
龙口,2,24,0.083333333
行业标准,2,17,0.117647059
傅,2,24,0.083333333
不会,2,14,0.142857143
贴现,2,17,0.117647059
张淑华,2,6,0.333333333
赛翼,2,14,0.142857143
之置,2,15,0.133333333
唐予,2,17,0.117647059
胡季强,2,8,0.25
兰台,2,10,0.2
物流园,2,44,0.045454545
张玉臣,2,8,0.25
刘杰生,2,13,0.153846154
国军,2,23,0.086956522
先决条件,2,14,0.142857143
张学斌,2,19,0.105263158
江津,2,9,0.222222222
厚生,2,10,0.2
26%,2,43,0.046511628
静安,2,11,0.181818182
300081,2,9,0.222222222
光机所,2,8,0.25
长光,2,11,0.181818182
郭静娟,2,7,0.285714286
睿德,2,14,0.142857143
矿井,2,31,0.064516129
Congo,2,5,0.4
厘,2,6,0.333333333
首农,2,10,0.2
燃烧,2,7,0.285714286
肿瘤医院,2,22,0.090909091
409,2,12,0.166666667
绿野,2,14,0.142857143
图灵,2,7,0.285714286
复印件,2,19,0.105263158
淑芳,2,10,0.2
CSR,2,8,0.25
张维,2,19,0.105263158
忠诚,2,10,0.2
智趣,2,10,0.2
商业中心,2,11,0.181818182
东方航空公司,2,11,0.181818182
刘伟,2,24,0.083333333
善,2,15,0.133333333
时代广场,2,19,0.105263158
国纪,2,8,0.25
祈年,2,18,0.111111111
减免税,2,12,0.166666667
李晓龙,2,9,0.222222222
沈坤荣,2,9,0.222222222
央视,2,12,0.166666667
正泰债,2,9,0.222222222
Investment,2,106,0.018867925
石膏板,2,11,0.181818182
赛诺,2,23,0.086956522
丰启,2,7,0.285714286
平米,2,12,0.166666667
新玛特,2,7,0.285714286
杨运杰,2,9,0.222222222
范玉顺,2,18,0.111111111
本田,2,22,0.090909091
徐政,2,10,0.2
UPS,2,10,0.2
嘉德恒时,2,35,0.057142857
畜牧业,2,22,0.090909091
黄廉熙,2,16,0.125
8.5,2,24,0.083333333
晶体管,2,17,0.117647059
双辽,2,6,0.333333333
德安,2,13,0.153846154
陈良照,2,13,0.153846154
共用,2,5,0.4
刘凤委,2,17,0.117647059
万威,2,16,0.125
43,2,23,0.086956522
Act,2,11,0.181818182
Takeover,2,11,0.181818182
Acquisitions,2,11,0.181818182
Securities,2,14,0.142857143
German,2,11,0.181818182
to,2,13,0.153846154
pursuant,2,11,0.181818182
陈建远,2,7,0.285714286
海缆,2,19,0.105263158
事务部,2,6,0.333333333
排污,2,9,0.222222222
自然灾害,2,10,0.2
对宏昌,2,11,0.181818182
建青,2,12,0.166666667
大鹏,2,18,0.111111111
收集,2,10,0.2
供排水,2,11,0.181818182
无害化,2,15,0.133333333
丹丹,2,10,0.2
铁西,2,17,0.117647059
汤勇,2,9,0.222222222
罗其安,2,15,0.133333333
韩凤菊,2,13,0.153846154
刘雪生,2,15,0.133333333
苏金,2,21,0.095238095
杨祖,2,9,0.222222222
700,2,19,0.105263158
泰一,2,10,0.2
指尚,2,10,0.2
硅橡胶,2,6,0.333333333
劳动,2,10,0.2
黄庆林,2,11,0.181818182
蕴通,2,11,0.181818182
胡俞越,2,19,0.105263158
水表,2,20,0.1
高岭,2,25,0.08
樽,2,6,0.333333333
墙煌,2,9,0.222222222
股后,2,18,0.111111111
邓文胜,2,11,0.181818182
加征,2,13,0.153846154
深高,2,66,0.03030303
53,2,22,0.090909091
龙新,2,8,0.25
龚,2,12,0.166666667
谢获宝,2,15,0.133333333
二十日,2,13,0.153846154
雷维礼,2,11,0.181818182
硅密,2,6,0.333333333
检测仪,2,5,0.4
白塔,2,12,0.166666667
航机,2,14,0.142857143
信用卡,2,11,0.181818182
房屋建筑,2,11,0.181818182
透过,2,12,0.166666667
报喜,2,21,0.095238095
原油,2,14,0.142857143
千伏,2,12,0.166666667
清泰,2,10,0.2
王桂森,2,7,0.285714286
GE,2,12,0.166666667
原煤,2,19,0.105263158
徐泓,2,13,0.153846154
王建平,2,9,0.222222222
郑远民,2,13,0.153846154
卓信,2,16,0.125
中顺债,2,10,0.2
尤完,2,8,0.25
洪尧,2,7,0.285714286
